square_footage,bedrooms,bathrooms,price
1628.0959411200542,1,1.9579409127712446,369416.0302303838
2920.071309932742,4,3.8501859011524147,754982.6328682519
1797.4754434861152,4,3.8518214408126683,559376.7417524763
2464.2176677689945,5,2.720313664369858,675340.4846551727
2549.472893898495,5,2.895511636509398,712570.5891942536
1391.5342576816865,3,2.3453365659349594,462470.6661360896
3902.6708088465875,4,1.8796323150941936,836597.7637525419
3280.4250347555667,1,1.9859936361097479,571580.7052342653
3806.396613005405,5,3.017555368231115,906571.2917160253
3663.4475213684764,5,3.25712358831304,891776.3644597091
2713.2799321954726,1,3.374737131177546,504296.37090581586
3749.997552073974,5,3.3688544283836617,912479.3683322497
1083.1760065661424,3,1.273618309146071,346066.2596551299
1427.1451597412647,4,2.4832609141077446,502493.7286806904
944.7273245137218,1,1.1726762800499329,263868.5089774632
1841.0570584424459,4,2.6485866469712067,578147.4587664582
2043.7673270063424,5,2.3245915041201313,620925.0703634588
1668.3169016764668,5,3.663112548274899,588010.3935248837
3451.9600292861737,1,2.052745037656236,680843.5515876104
1941.6106454194858,3,1.3512010492828175,482961.99697169714
1698.9904309996184,2,1.4289750461585076,397996.40187295695
2536.6274661063953,1,3.2845318951524165,528547.5750283317
1250.9575199192404,2,2.854654189948783,377244.94890170667
3367.030338412927,2,1.3033680283683706,641268.3833745113
1038.5620597752666,3,1.2523204183449923,331880.68137903506
3958.0381971216552,2,3.10290739437736,775855.7725747612
3271.1832617493037,2,1.2182890190925806,626571.0944308529
1435.8901809093518,3,3.4655801778710686,458482.43704985955
817.6707747955277,2,3.1187266814694885,301955.5010098705
3409.4765710554693,2,1.2440463419256993,650871.4804699293
3061.943500312375,2,1.2545131422555758,591827.3749661065
3132.8229377311595,1,3.9599187355035266,668800.8624964335
3268.0651093950264,1,2.122812387268361,550874.7418594445
1036.9428855490892,1,2.111926441200673,290729.3631068328
1947.0903313416723,3,3.438398701772508,570137.2146043787
1170.780990480415,5,3.841745732151576,499401.7158884466
3561.930962801899,2,3.9580031914686127,746175.9882827363
2794.5540058481856,2,3.260134555776825,609558.3202306167
1858.8736795284774,3,2.128778756592747,464544.1807326976
1003.3867209152756,2,1.2505021500960063,272466.73888835404
1795.1434294901192,1,3.3314407477823105,397003.2199476706
1840.5866304855906,5,2.6752127492074154,641389.7859175334
3134.739770681805,4,2.2726660277409287,757104.5142974479
2840.183908336682,2,3.719063155284208,663030.5828089117
3639.080776244245,1,1.3335924469184541,650303.3311250552
2311.0877605182377,4,2.4778753128725777,598418.3880395684
1182.7015870025655,5,1.034060934302257,447936.66075385705
3082.383319113584,4,2.405981925982379,744324.4468710673
3234.5121555740716,1,1.168909827045512,545801.561969637
2596.087032222388,4,1.3564537488042157,644366.6359009324
3267.0949758545953,3,1.3525787403313148,675835.100624966
2380.14590836605,4,2.9476309063481905,637954.3972943614
2472.745054022381,2,3.2381346377962696,582274.996601315
2168.1312587473585,2,2.750106295291479,516608.14390056895
881.3412055811046,3,3.8865176454236257,391577.3868834929
1145.252566378574,1,2.124611738571112,308712.8331812044
900.5733941975496,2,1.8571362588455822,269178.830343002
2836.5133160440973,5,3.6057973845683806,795969.6310825513
1805.9391394442455,2,1.670787515558358,432876.52154275525
2427.426211727049,2,3.889667618321834,574613.0315224327
3704.2127165634975,1,1.036463424069449,643248.4706514505
1597.7351332763997,4,3.9096364801229173,531927.0928674414
2113.225353714015,2,1.1294797358517283,469348.7355167921
3217.7636433377556,3,3.6734293410942134,739169.3840046298
1532.1541295731918,4,2.5831033272588995,496861.75884336495
1046.3357114521375,5,3.978894388357901,547297.3728852955
1727.2046493240578,1,1.2213896942061966,331635.5144139394
1315.9081192128142,5,2.6615628532039626,499063.87755076983
3775.032487496234,4,3.9079076068572967,852359.5178596759
3385.9852146061344,4,2.5692935325104465,797096.7871931463
2826.8920208333548,4,2.8881959144057876,685071.0935072511
3588.6738886006965,5,3.0872460669538517,916014.3489384074
3371.7506460771665,4,2.3636231943033197,735032.7045830002
1397.0241884353147,5,2.8826742402521903,579962.9828386637
3656.1887951679287,4,2.7529429357693007,835236.9566923208
2525.8951741300825,3,3.703474031472967,638054.2348262935
3383.808496525,4,1.1363391410243735,730763.0669733023
3667.4921597551784,5,1.842889568776691,863393.2333136189
1817.6111199099644,2,3.851234452229676,487426.007504888
1152.1661584885655,4,3.670791351672749,505014.70196379774
1529.3925201342133,2,2.3669702583571386,402702.5387440869
2166.74492360402,3,2.8603977934046103,563829.7075719789
3417.647250951978,1,1.8321435489433981,610339.1498668215
3554.337866420299,3,1.564363479171284,728942.671863762
822.2468176998102,4,2.3910952148199467,401225.91447741113
2434.3913682482103,2,2.0600566840781585,492757.0379064438
2135.7152100760927,2,2.750968335552616,475922.6231358782
1510.7449935063369,5,1.2332039108949546,528473.1482332535
1183.569175467785,2,3.9231844229984993,398648.2177726816
1880.3685484916095,5,3.9586322334388084,647134.5825498521
3817.3110525200614,1,3.094485142059235,715799.8908010942
1834.2493824664168,4,2.608289099032361,560337.7144481668
2460.1299895787715,5,1.9285828488589831,666081.7902963981
3049.660668464569,1,3.441385059120846,595124.5575352644
1963.6147276137408,2,3.0541935176616377,490084.9197738639
3909.7026647070743,2,1.487850818034674,711523.4686948006
3879.831343814756,1,3.7327815534815274,752123.2032909486
1605.7033466411654,2,3.4676117287695067,410832.1817745032
2391.1952188556334,1,3.849399739875772,544744.3877711311
1762.810591413663,5,3.17715852516508,619188.2941152627
1711.4895820078964,5,2.8402455878073694,597051.399621683
918.0382315345049,1,2.2547291088718566,275001.42767524166
2750.60586873567,5,3.79818545006204,809845.9327014632
2408.572874332357,5,3.598191668501225,739519.082505253
964.7320039999659,5,1.1356560103185682,391961.996282919
1691.6686855571566,3,1.079100923491756,410531.79120361217
3706.450835093292,4,2.129390100634149,807352.9567291046
1566.5980501343117,2,3.431659992345499,438461.32829472836
1263.663590691914,3,3.9618283879448333,468757.5706515145
2366.248832888202,5,1.4512506733105845,633959.9688694784
3954.081453153922,1,2.7823921460564054,730319.317644322
1574.5768688368012,5,2.1426725698930644,535359.0487752457
2950.8337516988113,4,3.9097431934438096,747687.002498297
3237.1827690518962,5,3.5263567694071263,813234.8965030337
1560.440140775679,1,3.5149861141334133,371050.93961813615
3130.2923155579506,4,2.406079479384911,714692.5396029133
1976.9060247016102,5,2.2444585070129954,594352.1938560848
2823.378657899454,4,1.8202212157921187,699186.2710908384
2827.2950744348627,2,1.1691264899527813,540180.0780871741
2514.478989039227,2,3.5941671287651595,637644.5035155867
1088.9272641741065,5,3.4387030273902326,526366.5384654407
3472.9679858855616,4,3.999153019858392,844616.5109524835
1826.4962079095546,1,3.989910511221716,426504.5909194604
1396.8592332795336,5,2.6662951168078823,553523.9360843464
930.4804529752446,2,3.3069622455415315,327268.17878777714
2690.857418202374,2,3.834297189647284,621097.7247126818
2968.2059578953035,5,3.5489421720322345,852900.8496106383
853.0810525691397,4,1.742044305229593,378302.2890477657
2438.697786557699,2,2.3516324059302804,559339.1066872769
1524.7864806334014,4,1.387478245454485,456278.79095612705
2864.5529293102395,2,3.8621530817761673,644847.7620398818
1357.9725728159726,2,2.81852390335264,423667.6157356852
3011.000761927891,3,1.685928416510388,639688.62562874
2037.5531081617196,2,3.01510205321757,532334.9989807237
3797.5359639575504,1,2.8543847213736875,719416.9749439528
1240.0670212671785,5,2.0744881540985216,486995.3622951471
1891.4123233608273,5,1.340672776598887,586580.1865832012
1163.115267969885,4,3.0147195867783987,484359.96679136937
3759.019578491401,2,2.5609231027113797,753116.8290993953
3607.4859308191394,1,3.316955175206918,659227.0504812694
1625.413208688498,4,2.56049050333598,506083.95288685674
2911.948947309373,3,3.5565445009556202,688538.3044140446
3415.1110406438906,4,2.6557205163234565,790449.6030042864
2576.6425971182794,4,2.6828139146061587,679394.2489569401
2494.8818507392207,2,3.629960807975035,586685.1218687993
1573.9273308814454,3,2.210448598637191,425695.6704171306
1097.9288569788775,4,1.402045685351922,414354.6561275085
3671.0904254506454,1,1.086348028940017,645465.7195914737
3681.3377829226574,1,3.265411767020857,711358.829407645
2825.924663274457,5,2.8609286540603938,781332.1736240728
1884.8953313558422,3,3.112239304297671,542779.9219232845
1917.470638760515,3,1.6388924845267323,495970.97193444794
3123.058172384766,5,1.4091144267603093,759328.8444313513
3670.752831848247,4,1.0436339970036457,748702.7260170265
3638.6765576483754,3,2.051762676419791,765946.7283225018
3295.601746744396,1,2.7697530605638994,631586.6075718387
